EPRID,ServerName,HostName,ServerType,ServerStatus,OSName,AppCIName,DeviceFunction,Site,Cell,Pod,Environment,Company,ServerOrService,Status,RIPPlanDate,RIPActualDate,RIPExcludeDate
104778,g1u0379c.dsflakdjfl.company.com,g1u0379c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Development,Instance 2,Database(Oracle) - SDBU,Scheduled,5/3/2015,NULL,NULL
104778,g1u0380c.dsflakdjfl.company.com,g1u0380c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Development,Instance 2,Database(Oracle) - SDBU,Scheduled,5/3/2015,NULL,NULL
104778,g1u0381c.dsflakdjfl.company.com,g1u0381c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Development,Instance 2,Database(Oracle) - SDBU,Scheduled,5/3/2015,NULL,NULL
200198,g4u1460c.sdklsdla.company.com,g4u1460c,Physical,active,hp-ux,,,Location 1,1,B,Production,Instance 3,Database(Oracle) - SDBU,Complete,3/1/2015,3/1/2015,NULL
200198,g4u1461c.sdklsdla.company.com,g4u1461c,Physical,active,hp-ux,,,Location 1,1,B,Production,Instance 3,Database(Oracle) - SDBU,Complete,3/1/2015,3/1/2015,NULL
91619,g4u1467c.sdklsdla.company.com,g4u1467c,Physical,active,hp-ux,,cfg shared server,Location 1,4,B,Production,Instance 3,Host - IVM,Complete,3/1/2015,3/1/2015,NULL
91619,g4u1468c.sdklsdla.company.com,g4u1468c,Physical,active,hp-ux,,cfg shared server,Location 1,4,B,Production,Instance 3,Host - IVM,Complete,3/1/2015,3/1/2015,NULL
91619,g4u1469c.sdklsdla.company.com,g4u1469c,Physical,active,hp-ux,,cfg shared server,Location 1,4,B,Production,Instance 3,Host - IVM,Complete,3/1/2015,3/1/2015,NULL
91619,g4u1470c.sdklsdla.company.com,g4u1470c,Physical,active,hp-ux,,cfg shared server,Location 1,4,B,Production,Instance 3,Host - IVM,Complete,3/1/2015,3/1/2015,NULL
104778,g1u0523c.dsflakdjfl.company.com,g1u0523c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Database(Oracle) - SDBU,Scheduled,5/3/2015,NULL,NULL
104778,g1u0524c.dsflakdjfl.company.com,g1u0524c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Database(Oracle) - SDBU,Scheduled,5/3/2015,NULL,NULL
104778,g1u0525c.dsflakdjfl.company.com,g1u0525c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Database(Oracle) - SDBU,Scheduled,5/3/2015,NULL,NULL
104778,g1u0526c.dsflakdjfl.company.com,g1u0526c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Database(Oracle) - SDBU,Scheduled,5/3/2015,NULL,NULL
104778,g1u0535c.dsflakdjfl.company.com,g1u0535c,Physical,active,hp-ux,,cfg shared server,Location 2,1,N,Production,Instance 2,Database(Oracle) - SDBU,Scheduled,6/13/2015,NULL,NULL
104778,g1u0536c.dsflakdjfl.company.com,g1u0536c,Physical,active,hp-ux,,cfg shared server,Location 2,1,N,Production,Instance 2,Database(Oracle) - SDBU,Scheduled,6/13/2015,NULL,NULL
91619,g4u1566c.sdklsdla.company.com,g4u1566c,Physical,active,hp-ux,,,Location 1,4,D,Production,Instance 3,Application Server,Complete,3/1/2015,3/1/2015,NULL
91619,g4u1572g.sdklsdla.company.com,g4u1572g,Virtual,active,hp-ux,,,Location 1,,,Production,Instance 3,Dedicated Web Hosting (Apache),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1619c.sdklsdla.company.com,g4u1619c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1620c.sdklsdla.company.com,g4u1620c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1621c.sdklsdla.company.com,g4u1621c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1622c.sdklsdla.company.com,g4u1622c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1623c.sdklsdla.company.com,g4u1623c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1624c.sdklsdla.company.com,g4u1624c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1625c.sdklsdla.company.com,g4u1625c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1626c.sdklsdla.company.com,g4u1626c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1627c.sdklsdla.company.com,g4u1627c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
107139,g4u1635c.sdklsdla.company.com,g4u1635c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 2,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
107139,g4u1636c.sdklsdla.company.com,g4u1636c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 2,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
104778,g1u0537c.dsflakdjfl.company.com,g1u0537c,Physical,active,hp-ux,,cfg shared server,Location 2,1,N,Production,Instance 2,Database(Oracle) - SDBU,Scheduled,6/13/2015,NULL,NULL
104778,g1u0538c.dsflakdjfl.company.com,g1u0538c,Physical,active,hp-ux,,cfg shared server,Location 2,1,N,Production,Instance 2,Database(Oracle) - SDBU,Scheduled,6/13/2015,NULL,NULL
200198,g4u1667c.sdklsdla.company.com,g4u1667c,Physical,active,hp-ux,,cfg shared server,Location 1,4,B,Production,Instance 3,Database(Oracle) - SDBU,Complete,3/1/2015,3/1/2015,NULL
104778,g1u1745c.dsflakdjfl.company.com,g1u1745c,Physical,active,hp-ux,,cfg shared server,Location 2,1,F,Production,Instance 2,Batch Monitoring (Tidal),Scheduled,6/13/2015,NULL,NULL
104778,g1u2299.dsflakdjfl.company.com,g1u2299,Physical,active,hp-ux,,,Location 2,1,E,Development,Instance 2,Database(Oracle) - SDBU,Complete,5/3/2015,3/1/2015,NULL
104778,g1w0216c.dsflakdjfl.company.com,g1w0216c,Physical,active,windows,,sps,Location 2,1,K,Production,Instance 2,Shared Processing Service (SPS),Scheduled,6/13/2015,NULL,NULL
200198,g4u1668c.sdklsdla.company.com,g4u1668c,Physical,active,hp-ux,,cfg shared server,Location 1,4,B,Production,Instance 3,Database(Oracle) - SDBU,Complete,3/1/2015,3/1/2015,NULL
104778,g1w0218c.dsflakdjfl.company.com,g1w0218c,Physical,active,windows,,sps,Location 2,1,K,Production,Instance 2,Shared Processing Service (SPS),Scheduled,6/13/2015,NULL,NULL
104778,g1w0224c.dsflakdjfl.company.com,g1w0224c,Physical,active,windows,,sps,Location 2,1,K,Staging,Instance 2,Shared Processing Service (SPS),Complete,5/3/2015,3/1/2015,NULL
104778,g1w0227c.dsflakdjfl.company.com,g1w0227c,Physical,active,windows,,sps,Location 2,1,K,Staging,Instance 2,Shared Processing Service (SPS),Complete,5/3/2015,3/1/2015,NULL
200198,g4u1689c.sdklsdla.company.com,g4u1689c,Physical,active,hp-ux,,,Location 1,4,B,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
200198,g4u1690c.sdklsdla.company.com,g4u1690c,Physical,active,hp-ux,,,Location 1,4,B,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
105082,g4u1809c.sdklsdla.company.com,g4u1809c,Physical,active,hp-ux,,cfg shared server,Location 1,4,E,Staging,Instance 3,Host - IVM,Complete,3/1/2015,3/1/2015,NULL
105082,g4u1810c.sdklsdla.company.com,g4u1810c,Physical,active,hp-ux,,cfg shared server,Location 1,4,E,Staging,Instance 3,Host - IVM,Complete,3/1/2015,3/1/2015,NULL
105082,g4u1811c.sdklsdla.company.com,g4u1811c,Physical,active,hp-ux,,cfg shared server,Location 1,4,E,Staging,Instance 3,Host - IVM,Complete,3/1/2015,3/1/2015,NULL
105082,g4u1812c.sdklsdla.company.com,g4u1812c,Physical,active,hp-ux,,cfg shared server,Location 1,4,E,Staging,Instance 3,Host - IVM,Complete,3/1/2015,3/1/2015,NULL
104778,g2u0967c.dsflakdjfl.company.com,g2u0967c,Physical,active,hp-ux,,cfg shared server,Location 5,1,B,Production,Instance 2,Batch Monitoring (Tidal),Scheduled,6/13/2015,NULL,NULL
104778,g4u2288c.sdklsdla.company.com,g4u2288c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 2,Batch Monitoring (Tidal),Scheduled,6/13/2015,NULL,NULL
104778,g9u1162c.sdklsdla.company.com,g9u1162c,Physical,active,hp-ux,,,Location 3,1,J,Production,Instance 2,Batch Monitoring (Tidal),Scheduled,6/13/2015,NULL,NULL
201812,c1t08425.itcs.company.com,c1t08425,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Scheduled,5/15/2015,NULL,NULL
201812,g1w6305.dsflakdjfl.company.com,g1w6305,Physical,active,windows,,,Location 2,1,Z,Development,Instance 2,Database - SQL Server,Scheduled,5/15/2015,NULL,NULL
201812,g1w6598.dsflakdjfl.company.com,g1w6598,Physical,active,windows,,,Location 2,1,Z,Development,Instance 2,Database - SQL Server,Complete,5/15/2015,3/1/2015,NULL
201812,g1w8042c.dsflakdjfl.company.com,g1w8042c,Physical,release,windows,,,Location 2,1,Z,Staging,Instance 2,Database - SQL Server,Complete,5/15/2015,3/1/2015,NULL
201812,g1w8043c.dsflakdjfl.company.com,g1w8043c,Physical,release,windows,,,Location 2,1,Z,Staging,Instance 2,Database - SQL Server,Complete,5/15/2015,3/1/2015,NULL
201839,g4u2288c.sdklsdla.company.com,g4u2288c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 1,Batch Monitoring (Tidal),Scheduled,5/15/2015,NULL,NULL
201812,g4w9093c,g4w9093c,Physical,,Win 2012(64),,,Location 1,,,Production,Instance 2,#N/A,Complete,5/15/2015,3/1/2015,NULL
201839,g4w9093c,g4w9093c,Physical,,Win 2012(64),,,Location 1,,,Production,Instance 1,#N/A,Complete,5/15/2015,3/1/2015,NULL
201839,g9u1162c.sdklsdla.company.com,g9u1162c,Physical,active,hp-ux,,,Location 3,1,J,Production,Instance 1,Batch Monitoring (Tidal),Scheduled,5/15/2015,NULL,NULL
201812,g9w8441c,g9w8441c,Physical,,Win 2012(64),,,Location 3,,,Production,Instance 2,#N/A,Complete,5/15/2015,3/1/2015,NULL
200198,g4u1858.sdklsdla.company.com,g4u1858,Physical,active,hp-ux,,sap,Location 1,4,E,Staging,Instance 3,SAP,Complete,3/1/2015,3/1/2015,NULL
201839,g9w8441c,g9w8441c,Physical,,Win 2012(64),,,Location 3,,,Production,Instance 1,#N/A,Complete,5/15/2015,3/1/2015,NULL
200229,g4u1874.sdklsdla.company.com,g4u1874,Physical,active,hp-ux,,,Location 1,4,E,Development,Instance 3,Database(Oracle) - SDBU,Complete,3/1/2015,3/1/2015,NULL
202153,c4w06414.itcs.company.com,c4w06414,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 1,Application Server,Scheduled,4/22/2015,NULL,NULL
91619,g4u1889.sdklsdla.company.com,g4u1889,Physical,active,hp-ux,,,Location 1,4,B,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1890.sdklsdla.company.com,g4u1890,Physical,active,hp-ux,,,Location 1,4,B,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
91619,g4u1891.sdklsdla.company.com,g4u1891,Physical,active,hp-ux,,,Location 1,4,B,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
105082,g4u1964g.sdklsdla.company.com,g4u1964g,Virtual,release,hp-ux,,,Location 1,4,E,Development,Instance 3,Application Server,Complete,3/1/2015,3/1/2015,NULL
200198,g4u2004.sdklsdla.company.com,g4u2004,Physical,active,hp-ux,,,Location 1,4,B,Production,Instance 3,SAP,Complete,3/1/2015,3/1/2015,NULL
200198,g4u2005.sdklsdla.company.com,g4u2005,Physical,active,hp-ux,,,Location 1,4,B,Production,Instance 3,SAP,Complete,3/1/2015,3/1/2015,NULL
200198,g4u2006c.sdklsdla.company.com,g4u2006c,Physical,active,hp-ux,,,Location 1,4,B,Production,Instance 3,SAP,Complete,3/1/2015,3/1/2015,NULL
202153,c4w06417.itcs.company.com,c4w06417,Cloud,release,windows,,Cloud Automation,,,,Staging,Instance 1,Application Server,Scheduled,4/22/2015,NULL,NULL
202153,c4w06427.itcs.company.com,c4w06427,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 1,Application Server,Scheduled,4/22/2015,NULL,NULL
202153,c4w06433.itcs.company.com,c4w06433,Cloud,release,windows,,Cloud Automation,,,,Staging,Instance 1,Application Server,Scheduled,4/22/2015,NULL,NULL
202153,c4w06436.itcs.company.com,c4w06436,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 1,Application Server,Scheduled,4/22/2015,NULL,NULL
202153,c4w06442.itcs.company.com,c4w06442,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 1,Application Server,Scheduled,4/22/2015,NULL,NULL
202153,g4u2747c,g4u2747c,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/22/2015,3/1/2015,NULL
202153,g4u2748c,g4u2748c,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/22/2015,3/1/2015,NULL
200229,g4u2172c.sdklsdla.company.com,g4u2172c,Physical,active,hp-ux,,,Location 1,4,H,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
200229,g4u2173c.sdklsdla.company.com,g4u2173c,Physical,active,hp-ux,,,Location 1,4,H,Production,Instance 3,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
107139,g4u2288c.sdklsdla.company.com,g4u2288c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 2,Batch Monitoring (Tidal),Complete,3/1/2015,3/1/2015,NULL
202153,g9u1547c,g9u1547c,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,4/22/2015,3/1/2015,NULL
202153,g9u1548c,g9u1548c,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,4/22/2015,3/1/2015,NULL
91619,g4u2288c.sdklsdla.company.com,g4u2288c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Batch Monitoring (Tidal),Complete,3/1/2015,3/1/2015,NULL
200271,c0045544.itcs.company.com,c0045544,Cloud,release,windows,,Cloud Automation,Location 3,,,Development,Instance 2,Application Server,Scheduled,4/17/2015,NULL,NULL
200271,c0045546.itcs.company.com,c0045546,Cloud,release,windows,,Cloud Automation,Location 1,,,Development,Instance 2,Dedicated Web Hosting (IIS),Scheduled,4/17/2015,NULL,NULL
200271,c0045547.itcs.company.com,c0045547,Cloud,release,windows,,Cloud Automation,Location 1,,,Development,Instance 2,Dedicated Web Hosting (IIS),Scheduled,4/17/2015,NULL,NULL
200271,c0047110.itcs.company.com,c0047110,Cloud,release,windows,,Cloud Automation,Location 1,,,Development,Instance 2,Dedicated Web Hosting (IIS),Scheduled,4/17/2015,NULL,NULL
200271,c1t07907.itcs.company.com,c1t07907,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 2,Application Server,Scheduled,4/17/2015,NULL,NULL
200271,c2t07908.itcs.company.com,c2t07908,Cloud,release,linux,,Cloud Automation,,,,Production,Instance 2,Application Server,Scheduled,7/12/2015,NULL,NULL
200271,c2t07909.itcs.company.com,c2t07909,Cloud,release,linux,,Cloud Automation,,,,Production,Instance 2,Application Server,Scheduled,7/12/2015,NULL,NULL
200271,c4w00913.itcs.company.com,c4w00913,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 2,Dedicated Web Hosting (IIS),Scheduled,7/12/2015,NULL,NULL
200271,c4w00914.itcs.company.com,c4w00914,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 2,Application Server,Scheduled,7/12/2015,NULL,NULL
200271,c4w00915.itcs.company.com,c4w00915,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 2,Application Server,Scheduled,7/12/2015,NULL,NULL
200271,c4w00916.itcs.company.com,c4w00916,Cloud,release,windows,,Cloud Automation,,,,Production,Instance 2,Application Server,Scheduled,7/12/2015,NULL,NULL
200271,c4w00917.itcs.company.com,c4w00917,Cloud,active,windows,,Cloud Automation,,,,Production,Instance 2,Dedicated Web Hosting (IIS),Scheduled,7/12/2015,NULL,NULL
200271,c4w00918.itcs.company.com,c4w00918,Cloud,active,windows,,Cloud Automation,,,,Production,Instance 2,Application Server,Scheduled,7/12/2015,NULL,NULL
200271,c4w00919.itcs.company.com,c4w00919,Cloud,active,windows,,Cloud Automation,,,,Production,Instance 2,Application Server,Scheduled,7/12/2015,NULL,NULL
201843,g4u2398c.sdklsdla.company.com,g4u2398c,Physical,release,hp-ux,,,Location 1,4,B,Staging,Instance 1,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
200271,c4w00920.itcs.company.com,c4w00920,Cloud,active,windows,,Cloud Automation,,,,Production,Instance 2,Application Server,Scheduled,7/12/2015,NULL,NULL
200271,g1u0941c.dsflakdjfl.company.com,g1u0941c,Physical,active,hp-ux,,cfg shared server,Location 2,1,B,Development,Instance 2,Database(Oracle) - SDBU,Complete,4/17/2015,3/1/2015,NULL
201843,g4u2399c.sdklsdla.company.com,g4u2399c,Physical,release,hp-ux,,,Location 1,4,B,Staging,Instance 1,Database(Oracle),Complete,3/1/2015,3/1/2015,NULL
200271,g1u0942c.dsflakdjfl.company.com,g1u0942c,Physical,active,hp-ux,,cfg shared server,Location 2,1,B,Development,Instance 2,Database(Oracle) - SDBU,Complete,4/17/2015,3/1/2015,NULL
200271,g1u0943c.dsflakdjfl.company.com,g1u0943c,Physical,active,hp-ux,,cfg shared server,Location 2,1,B,Development,Instance 2,Database(Oracle) - SDBU,Complete,4/17/2015,3/1/2015,NULL
200271,g1u0944c.dsflakdjfl.company.com,g1u0944c,Physical,active,hp-ux,,cfg shared server,Location 2,1,B,Development,Instance 2,Database(Oracle) - SDBU,Complete,4/17/2015,3/1/2015,NULL
200271,g1u2197c.dsflakdjfl.company.com,g1u2197c,Physical,active,hp-ux,,,Location 2,1,E,Production,Instance 2,Database(Oracle),Scheduled,7/12/2015,NULL,NULL
200271,g1u2198c.dsflakdjfl.company.com,g1u2198c,Physical,active,hp-ux,,,Location 2,1,E,Production,Instance 2,Database(Oracle),Scheduled,7/12/2015,NULL,NULL
200271,g2u1589c.dsflakdjfl.company.com,g2u1589c,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,Database(Oracle),Scheduled,7/12/2015,NULL,NULL
200271,g2u1590c.dsflakdjfl.company.com,g2u1590c,Physical,active,hp-ux,,,Location 5,1,B,Production,Instance 2,Database(Oracle),Scheduled,7/12/2015,NULL,NULL
200271,g2u2098.dsflakdjfl.company.com,g2u2098,Physical,release,hp-ux,,,Location 5,1,B,Production,Instance 2,Database(Oracle),Scheduled,7/12/2015,NULL,NULL
200271,g4u1354c.sdklsdla.company.com,g4u1354c,Physical,active,hp-ux,,cfg shared server,Location 1,1,B,Production,Instance 2,Batch Monitoring (Tidal),Scheduled,7/12/2015,NULL,NULL
200271,g9t3416.sdklsdla.company.com,g9t3416,Physical,release,linux,,,Location 3,1,L,Production,Instance 2,Database(Cassandra),Scheduled,7/12/2015,NULL,NULL
200271,g9u0068c.sdklsdla.company.com,g9u0068c,Physical,active,hp-ux,,cfg shared server,Location 3,1,C,Production,Instance 2,Batch Monitoring (Tidal),Scheduled,7/12/2015,NULL,NULL
200271,outsourced.company,outsourced,Physical,active,unknown,,,,,,Production,Instance 2,Application Server,Complete,7/12/2015,3/1/2015,NULL
202154,c4t07911.itcs.company.com,c4t07911,Cloud,release,linux,,Cloud Automation,,,,Production,Instance 1,Application Server,Scheduled,4/3/2015,NULL,NULL
202154,c4t07912.itcs.company.com,c4t07912,Cloud,release,linux,,Cloud Automation,,,,Production,Instance 1,Application Server,Scheduled,4/3/2015,NULL,NULL
202154,g4u2398c.sdklsdla.company.com,g4u2398c,Physical,release,hp-ux,,,Location 1,4,B,Staging,Instance 1,Database(Oracle),Scheduled,4/3/2015,NULL,NULL
202154,g4u2399c.sdklsdla.company.com,g4u2399c,Physical,release,hp-ux,,,Location 1,4,B,Staging,Instance 1,Database(Oracle),Scheduled,4/3/2015,NULL,NULL
202154,g4u2737,g4u2737,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/3/2015,3/1/2015,NULL
202154,g4u2737.sdklsdla.company.com,g4u2737,Physical,release,hp-ux,,,Location 1,4,D,Production,Instance 1,Database(Unkown),Scheduled,4/3/2015,NULL,NULL
202154,g4u2742c,g4u2742c,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/3/2015,3/1/2015,NULL
202154,g4u2743c,g4u2743c,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/3/2015,3/1/2015,NULL
202154,g9u1539c,g9u1539c,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,4/3/2015,3/1/2015,NULL
202154,g9u1540c,g9u1540c,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,4/3/2015,3/1/2015,NULL
202643,g4t7970g,g4t7970g,Virtual,,RHEL6(64),,,Location 1,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g4u2726c,g4u2726c,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g4u2728c,g4u2728c,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g4u2729c,g4u2729c,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g4u2730c,g4u2730c,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g4u2731c,g4u2731c,Physical,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g4u2821g,g4u2821g,Virtual,,HP-UX 11iV3,,,Location 1,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g9t6159g,g9t6159g,Virtual,,RHEL6(64),,,Location 3,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g9u1520c,g9u1520c,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g9u1522c,g9u1522c,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g9u1523c,g9u1523c,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g9u1524c,g9u1524c,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g9u1525c,g9u1525c,Physical,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
202643,g9u1621g,g9u1621g,Virtual,,HP-UX 11iV3,,,Location 3,,,Production,Instance 1,#N/A,Complete,4/10/2015,3/1/2015,NULL
114840,c0004284.itcs.company.com,c0004284,Cloud,release,windows,,Cloud Automation,Location 3,,,Staging,Instance 2,Application Server,Scheduled,1/8/2016,NULL,NULL
114840,g1u0127c.dsflakdjfl.company.com,g1u0127c,Physical,active,hp-ux,,sps,Location 2,1,M,Staging,Instance 2,Shared Processing Service (SPS),Scheduled,1/8/2016,NULL,NULL
114840,g1u0127c.dsflakdjfl.company.com,g1u0127c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Shared Processing Service (SPS),Scheduled,1/8/2016,NULL,NULL
114840,g1u0128c.dsflakdjfl.company.com,g1u0128c,Physical,active,hp-ux,,sps,Location 2,1,M,Staging,Instance 2,Shared Processing Service (SPS),Scheduled,1/8/2016,NULL,NULL
114840,g1u0128c.dsflakdjfl.company.com,g1u0128c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Shared Processing Service (SPS),Scheduled,1/8/2016,NULL,NULL
114840,g1u0129c.dsflakdjfl.company.com,g1u0129c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Shared Processing Service (SPS),Scheduled,1/8/2016,NULL,NULL
114840,g1u0129c.dsflakdjfl.company.com,g1u0129c,Physical,active,hp-ux,,sps,Location 2,1,M,Staging,Instance 2,Shared Processing Service (SPS),Scheduled,1/8/2016,NULL,NULL
114840,g1u0130c.dsflakdjfl.company.com,g1u0130c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Shared Processing Service (SPS),Scheduled,1/8/2016,NULL,NULL
114840,g1u0130c.dsflakdjfl.company.com,g1u0130c,Physical,active,hp-ux,,sps,Location 2,1,M,Staging,Instance 2,Shared Processing Service (SPS),Scheduled,1/8/2016,NULL,NULL
114840,g1u0378c.dsflakdjfl.company.com,g1u0378c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Development,Instance 2,Database(Oracle) - SDBU,Scheduled,1/8/2016,NULL,NULL
114840,g1u0379c.dsflakdjfl.company.com,g1u0379c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Development,Instance 2,Database(Oracle) - SDBU,Scheduled,1/8/2016,NULL,NULL
114840,g1u0380c.dsflakdjfl.company.com,g1u0380c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Development,Instance 2,Database(Oracle) - SDBU,Scheduled,1/8/2016,NULL,NULL
114840,g1u0381c.dsflakdjfl.company.com,g1u0381c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Development,Instance 2,Database(Oracle) - SDBU,Scheduled,1/8/2016,NULL,NULL
114840,g1u0523c.dsflakdjfl.company.com,g1u0523c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Database(Oracle) - SDBU,Scheduled,1/8/2016,NULL,NULL
114840,g1u0524c.dsflakdjfl.company.com,g1u0524c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Database(Oracle) - SDBU,Scheduled,1/8/2016,NULL,NULL
114840,g1u0525c.dsflakdjfl.company.com,g1u0525c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Database(Oracle) - SDBU,Scheduled,1/8/2016,NULL,NULL
114840,g1u0526c.dsflakdjfl.company.com,g1u0526c,Physical,active,hp-ux,,cfg shared server,Location 2,1,M,Staging,Instance 2,Database(Oracle) - SDBU,Scheduled,1/8/2016,NULL,NULL
114840,g1u0752c.dsflakdjfl.company.com,g1u0752c,Physical,active,hp-ux,,cfg shared server,Location 2,1,B,Staging,Instance 2,Shared Application Server Utility (SASU),Scheduled,1/8/2016,NULL,NULL
